Company Name,Business Name,Street Address,City,State Abbreviation,Zip Code,Telephone Number,Line of Business,Latitude,Longitude,Primary NAICS,Primary SIC,Sales Volume,Total Employees,Local Employees,Year Started
MCDONALD'S,MCDONALD'S,4525 S COLLEGE AVE,FORT COLLINS,CO,805253024,9702232847,FAST-FOOD REST CHAIN,40.524682,-105.077223,722513,58120307,376364,11,11,2002
MCDONALD'S,MCDONALD'S,10400 BELLE CREEK BLVD,HENDERSON,CO,806407572,3032893207,FAST-FOOD REST CHAIN,39.887688,-104.881788,722513,58120307,547955,43,43,2012
MCDONALD'S,MCDONALD'S,324 E FILLMORE ST,COLORADO SPRINGS,CO,809076368,7196323007,FAST-FOOD REST CHAIN,38.87435,-104.81601,722513,58120307,612878,43,43,2009
MCDONALD'S,MCDONALD'S,55 S OAK AVE UNIT B,EATON,CO,806158803,9704545575,FAST-FOOD REST CHAIN,40.524162,-104.711148,722513,58120307,520496,43,43,2010
MCDONALD'S,MCDONALD'S,1050 S CHAMBERS RD,AURORA,CO,800173027,3036967592,FAST-FOOD REST CHAIN,39.697367,-104.809748,722513,58120307,1251945,53,53,1998
MCDONALD'S,MCDONALD'S,300 S BROADWAY,DENVER,CO,802091512,3037153612,FAST-FOOD REST CHAIN,39.71102,-104.987534,722513,58120307,704758,43,43,2009
MCDONALD'S,MCDONALD'S,3902 WADSWORTH BLVD,WHEAT RIDGE,CO,800334615,3034215250,FAST-FOOD REST CHAIN,39.771319,-105.08133,722513,58120307,542725,43,43,2009
MCDONALD'S,MCDONALD'S,3512 S TIMBERLINE RD,FORT COLLINS,CO,805252932,9702060426,FAST-FOOD REST CHAIN,40.539158,-105.039133,722513,58120307,693977,43,43,2008
MCDONALD'S,MCDONALD'S,8120 6TH ST,WELLINGTON,CO,805491514,9705687933,FAST-FOOD REST CHAIN,40.702761,-105.000291,722513,58120307,528229,43,43,2012
MCDONALD'S,MCDONALD'S,1051 S HOVER ST UNIT B,LONGMONT,CO,805018024,3036821948,FAST-FOOD REST CHAIN,40.149453,-105.130859,722513,58120307,870000,40,40,2001
MCDONALD'S,MCDONALD'S,6801 W ALAMEDA AVE,LAKEWOOD,CO,802263301,3032379690,FAST-FOOD REST CHAIN,39.711112,-105.072493,722513,58120307,851314,60,60,1994
MCDONALD'S,MCDONALD'S,1191 S 1ST ST,BENNETT,CO,801027908,3036443336,FAST-FOOD REST CHAIN,39.740366,-104.433388,722513,58120307,564278,43,43,2012
MCDONALD'S,MCDONALD'S,25650 E ARAPAHOE RD,AURORA,CO,800162849,7208827267,FAST-FOOD REST CHAIN,39.588565,-104.688755,722513,58120307,142874,7,7,2015
MCDONALD'S,MCDONALD'S,1451 ODELLE RD,MONTROSE,CO,814015588,9702402722,FAST-FOOD REST CHAIN,38.454501,-107.866713,722513,58120307,571542,43,43,2014
MCDONALD'S,MCDONALD'S,11025 E COLFAX AVE,AURORA,CO,800102502,3033645212,FAST-FOOD REST CHAIN,39.740238,-104.85978,722513,58120307,587769,43,43,2014
MCDONALD'S,MCDONALD'S,1212 NORTH AVE,GRAND JUNCTION,CO,815013143,9702421105,FAST-FOOD REST CHAIN,39.077485,-108.551952,722513,58120307,584202,43,43,2014
MCDONALD'S,MCDONALD'S,2850 W ALAMEDA AVE,DENVER,CO,802192902,3039376880,FAST-FOOD REST CHAIN,39.711036,-105.02352,722513,58120307,588235,43,43,2014
MCDONALD'S,MCDONALD'S,14825 W 64TH AVE,ARVADA,CO,800077523,3034230912,FAST-FOOD REST CHAIN,39.812557,-105.166499,722513,58120307,550200,43,43,2014
MCDONALD'S,MCDONALD'S,2700 W BELLEVIEW AVE,LITTLETON,CO,801237751,7202833039,FAST-FOOD REST CHAIN,39.623984,-105.021183,722513,58120307,571762,43,43,2009
MCDONALD'S,MCDONALD'S,10000 W COLFAX AVE,LAKEWOOD,CO,802153908,3032380665,FAST-FOOD REST CHAIN,39.740087,-105.109804,722513,58120307,543669,43,43,2014
MCDONALDS 17970,MCDONALD'S,3201 23RD AVE,EVANS,CO,806201733,9705060683,FAST-FOOD REST CHAIN,40.384329,-104.715813,722513,58120307,890000,43,43,2007
MCDONALDS 22588,MCDONALD'S,18181 E HAMPDEN AVE,AURORA,CO,800133558,3036804197,FAST-FOOD REST CHAIN,39.653161,-104.777241,722513,58120307,622709,43,43,2007
MCDONALDS 24890,MCDONALD'S,2171 W 128TH AVE,DENVER,CO,802341306,3034507500,FAST-FOOD REST CHAIN,39.92865,-105.012786,722513,58120307,890000,43,43,2007
MC DONALD'S 27680 INC,MCDONALD'S,27680 FRONTAGE RD,LA JUNTA,CO,810509707,7193848979,FAST-FOOD REST CHAIN,37.991633,-103.570622,722513,58120307,950000,45,45,1981
MCDONALDS 30360,MCDONALD'S,6101 S AURORA PKWY,AURORA,CO,800165801,3036806760,FAST-FOOD REST CHAIN,39.607782,-104.703634,722513,58120307,583729,43,43,2007
MC DONALD'S 3319,MCDONALD'S,4475 PEORIA ST,DENVER,CO,802394817,3033734146,FAST-FOOD REST CHAIN,39.777146,-104.847142,722513,58120307,1265995,50,50,1985
MC DONALD'S 5925,MCDONALD'S,100 CRAFT DR,ALAMOSA,CO,811012272,7195892228,FAST-FOOD REST CHAIN,37.475967,-105.894133,722513,58120307,823221,45,45,1981
MCDONALDS CORP,MCDONALD'S,765 W BAPTIST RD,COLORADO SPRINGS,CO,809212454,7194818742,FAST-FOOD REST CHAIN,39.05649,-104.84243,722513,58120307,534801,43,43,2011
MCDONALDS FAMILY RESTAURANT,MCDONALD'S,1620 FOXTRAIL DR,LOVELAND,CO,805388704,9706635065,FAST-FOOD REST CHAIN,40.409212,-105.001875,722513,58120307,419256,25,25,2004
MC DONALD'S HAMBURGERS,MCDONALD'S,611 E 120TH AVE,THORNTON,CO,802335708,7208720121,FAST-FOOD REST CHAIN,39.914225,-104.97952,722513,58120307,592675,43,43,2010
MC DONALD'S HAMBURGERS,MCDONALD'S,13420 W COAL MINE AVE,LITTLETON,CO,801275402,7209819944,FAST-FOOD REST CHAIN,39.60313,-105.151528,722513,58120307,593380,43,43,2010
MCDONALDS JAY HAWK ENTERPRISE,MCDONALD'S,3535 HARTSEL DR,COLORADO SPRINGS,CO,809204173,7192669772,FAST-FOOD REST CHAIN,38.938278,-104.760919,722513,58120307,536826,43,43,2004
MCDONALD'S OF COLORADO SPRINGS,MCDONALD'S,434 GARDEN OF THE GODS RD,COLORADO SPRINGS,CO,809074218,7195998774,FAST-FOOD REST CHAIN,38.897413,-104.819635,722513,58120307,547806,35,35,2007
MCDONALDS OFFICE,,2050 TERRY ST STE 102,LONGMONT,CO,805011891,3036849426,EATING PLACE,40.194684,-105.104679,722513,58120307,776077,43,43,2007
MCDONALDS OFFICE,,4251 KIPLING ST,WHEAT RIDGE,CO,800332896,3034567909,EATING PLACE,39.775799,-105.109679,722513,58120307,560398,43,43,2011
MC DONALD'S OF LAMAR,MCDONALD'S,1011 N MAIN ST,LAMAR,CO,810522109,7193365763,FAST-FOOD REST CHAIN,38.099242,-102.618983,722513,58120307,622874,45,45,1997
MCDONALD'S OF LITTLETON,MCDONALD'S,6300 S BROADWAY,LITTLETON,CO,801212302,3037946714,FAST-FOOD REST CHAIN,39.602337,-104.988084,722513,58120307,617079,43,43,2007
MCDONALD'S OF MESA MALL,MCDONALD'S,2438 HWY 6 AND 50 STE C,GRAND JUNCTION,CO,815051102,9702453900,FAST-FOOD REST CHAIN,39.088425,-108.601156,722513,58120307,743236,40,40,2001
MCDONALD'S RESTAURANT,MCDONALD'S,4999 FACTORY SHOPS BLVD,CASTLE ROCK,CO,801081920,3036608803,FAST-FOOD REST CHAIN,39.411047,-104.872428,722513,58120307,633981,42,42,2001
MCDONALD'S RESTAURANT,MCDONALD'S,625 INTERLOCKEN BLVD,BROOMFIELD,CO,800218243,3034607642,FAST-FOOD REST CHAIN,39.928797,-105.129182,722513,58120307,571726,43,43,2010
MCDONALD'S RESTAURANT,MCDONALD'S,3490 PARK AVE W,DENVER,CO,802165105,,FAST-FOOD REST CHAIN,39.76599,-104.994811,722513,58120307,597322,43,43,2007
MCDONALDS RESTAURANT,MCDONALD'S,2017 PRAIRIE CENTER PKWY,BRIGHTON,CO,806017015,7206857855,FAST-FOOD REST CHAIN,39.957929,-104.77638,722513,58120307,516854,43,43,2009
MCDONALDS RESTAURANT,MCDONALD'S,7255 N MERIDIAN RD,PEYTON,CO,808315802,7194948498,FAST-FOOD REST CHAIN,38.936799,-104.611683,722513,58120307,564923,43,43,2010
MCDONALDS RESTAURANT,MCDONALD'S,7155 SHERIDAN BLVD,WESTMINSTER,CO,800033803,7205406914,FAST-FOOD REST CHAIN,39.82652,-105.053545,722513,58120307,600000,19,19,2010
MCDONALDS RESTAURANT,MCDONALD'S,19893 E SMOKY HILL RD,CENTENNIAL,CO,800153131,3037664678,FAST-FOOD REST CHAIN,39.612679,-104.75645,722513,58120307,1018008,45,45,2001
MCDONALD'S RESTAURANT CARLSON,,141 W DAVIES AVE N # 106,LITTLETON,CO,801205211,3037943098,EATING PLACE,39.58943,-104.989899,722513,58120307,372379,9,9,2002
MCDONALD'S RESTAURANTS,MCDONALD'S,1350 W COLFAX AVE,DENVER,CO,802042030,,FAST-FOOD REST CHAIN,39.740014,-105.004325,722513,58120307,171745,7,7,2007
MCDONALD'S RESTAURANTS,MCDONALD'S,9160 CROWN CREST BLVD,PARKER,CO,801388697,7208516040,FAST-FOOD REST CHAIN,39.550206,-104.773606,722513,58120307,567289,43,43,2007
MCDONALDS RESTAURANTS,MCDONALD'S,6462 S PARKER RD,AURORA,CO,800161080,3036173339,FAST-FOOD REST CHAIN,39.600286,-104.805047,722513,58120307,664876,42,42,2001
MCDONALDS RESTAURANTS,MCDONALD'S,3901 OUTLOOK BLVD,PUEBLO,CO,810081698,7195422913,FAST-FOOD REST CHAIN,38.308272,-104.626919,722513,58120307,625160,43,43,2014
"MCDONALD'S RESTAURANTS OF CALIFORNIA, INC",MCDONALD'S,4643 S ULSTER ST STE 1300,DENVER,CO,802372868,3032623800,FAST-FOOD REST CHAIN,39.630516,-104.896129,722513,58120307,0,0,49,
MCDONALD'S RESTAURANTS OF COLORADO,MCDONALD'S,920 47TH AVE,GREELEY,CO,806342042,,FAST-FOOD REST CHAIN,40.423712,-104.756147,722513,58120307,870000,43,43,2009
"MCDONALD'S RESTAURANTS OF COLORADO, INC.",MCDONALD'S,2520 N 47TH AVE,GREELEY,CO,80631,9703307320,FAST-FOOD REST CHAIN,40.464796,-104.75406,722513,58120307,0,0,23,
"MCDONALD'S RESTAURANTS OF COLORADO, INC.",MCDONALD'S,6355 E EVANS AVE,DENVER,CO,802225807,3037560271,FAST-FOOD REST CHAIN,39.678492,-104.915165,722513,58120307,0,0,45,
MCDONALDS STAPLETON,MCDONALD'S,3790 QUEBEC ST,DENVER,CO,802071600,3033217499,FAST-FOOD REST CHAIN,39.768823,-104.90242,722513,58120307,724890,43,43,2007
MCDONALDS SYS HMBG,,11025 E COLFAX AVE,AURORA,CO,800102502,3033645212,EATING PLACE,39.740238,-104.85978,722513,58120307,596087,52,52,1991
MCDONALD'S SYSTEMS HAMBURGERS,,12017 W ALAMEDA PKWY,LAKEWOOD,CO,802282701,3039892320,EATING PLACE,39.708825,-105.134212,722513,58120307,347220,43,43,2012
MCDONALDS SYSTEMS HAMBURGERS,MCDONALD'S,5750 WASHINGTON ST,DENVER,CO,802161322,3032972690,FAST-FOOD REST CHAIN,39.800932,-104.97804,722513,58120307,435912,20,20,2010
MCDONALDS USA LLC,,4643 S ULSTER ST STE 1300,DENVER,CO,802372868,3037790444,EATING PLACE,39.630516,-104.896129,722513,58120307,769501,43,43,2014
MCOPCO CORP,MCDONALD'S,12900 E MISSISSIPPI AVE,AURORA,CO,800123466,3036712578,FAST-FOOD REST CHAIN,39.696502,-104.838078,722513,58120307,1308726,68,16,2003
MCOPCO CORP,MCDONALD'S,14251 E COLFAX AVE,AURORA,CO,800115717,3033436169,FAST-FOOD REST CHAIN,39.740336,-104.822095,722513,58120307,0,0,68,
MC SUMMIT INC,MCDONALD'S,220 SUMMIT DR,DILLON,CO,80435,9704685646,FAST-FOOD REST CHAIN,39.597777,-106.007263,722513,58120307,707353,43,43,1979
"MILE HIGH DRIVE-IN, INCORPORATED",MCDONALD'S,6590 WADSWORTH BYP,ARVADA,CO,800034400,3034314733,FAST-FOOD REST CHAIN,39.813775,-105.080755,722513,58120307,0,0,30,
"MILE HIGH DRIVE-IN, INCORPORATED",MCDONALD'S,245 S MAIN ST,LONGMONT,CO,805016423,3037769383,FAST-FOOD REST CHAIN,40.153452,-105.1026,722513,58120307,0,0,17,
"MILE HIGH DRIVE-IN, INCORPORATED",MCDONALD'S,2920 BASELINE RD,BOULDER,CO,803032314,3034491916,FAST-FOOD REST CHAIN,39.999927,-105.254991,722513,58120307,0,0,17,
"MILE HIGH DRIVE-IN, INCORPORATED",MCDONALD'S,520 STACY CT STE D,LAFAYETTE,CO,800268877,3036656700,FAST-FOOD REST CHAIN,39.985061,-105.096652,722513,58120307,1046286,30,3,1969
MONETTE SPONSEO,MCDONALD'S,16891 E ILIFF AVE,AURORA,CO,800131136,3037514580,FAST-FOOD REST CHAIN,39.673769,-104.791588,722513,58120307,812522,55,55,2004
NAPIER ENTERPRISES INC,MCDONALD'S,711 W US HIGHWAY 50,PUEBLO,CO,810081603,7195427601,FAST-FOOD REST CHAIN,38.307975,-104.617485,722513,58120307,0,0,70,
NAPIER ENTERPRISES INC,MCDONALD'S,3901 OUTLOOK BLVD,PUEBLO,CO,810081698,7195422913,FAST-FOOD REST CHAIN,38.308272,-104.626919,722513,58120307,3790150,88,8,1998
NAPIER ENTERPRISES INC,MCDONALD'S,2305 FREMONT DR,CANON CITY,CO,812122534,7192759257,FAST-FOOD REST CHAIN,38.448279,-105.21392,722513,58120307,0,0,30,
NAPIER ENTERPRISES INC,MCDONALD'S,1921 S PUEBLO BLVD,PUEBLO,CO,810052556,7195640470,FAST-FOOD REST CHAIN,38.234868,-104.662439,722513,58120307,0,0,57,
NAPIER ENTERPRISES INC,MCDONALD'S,3416 W NORTHERN AVE,PUEBLO,CO,810052252,7195443424,FAST-FOOD REST CHAIN,38.243138,-104.649672,722513,58120307,0,0,32,
NAPIER ENTERPRISES INC,MCDONALD'S,1007 BONFORTE BLVD,PUEBLO,CO,810011856,7195432767,FAST-FOOD REST CHAIN,38.288041,-104.596823,722513,58120307,0,0,55,
ORION RESTAURANTS INC,MCDONALD'S,1905 S FEDERAL BLVD,DENVER,CO,802195509,3039346836,FAST-FOOD REST CHAIN,39.682075,-105.025087,722513,58120307,1620167,45,45,1990
P AND N ENTERPRISES,MCDONALD'S,3112 S GLEN AVE,GLENWOOD SPRINGS,CO,816014443,9709454969,FAST-FOOD REST CHAIN,39.526124,-107.322889,722513,58120307,1100000,40,40,1983
PAUL NELSON,MCDONALD'S,142 TANAGER DR,GLENWOOD SPRINGS,CO,816012730,9709451571,FAST-FOOD REST CHAIN,39.568082,-107.355459,722513,58120307,1264760,80,80,2004
PHELAN OF COLORADO LLC,MCDONALD'S,322 NEVADA AVE,TRINIDAD,CO,810822556,7198463322,FAST-FOOD REST CHAIN,37.170584,-104.51017,722513,58120307,89362,2,2,2008
PRIMA PRONTO INC,MCDONALD'S,755 HIGHWAY 105,PALMER LAKE,CO,801339039,7194880866,FAST-FOOD REST CHAIN,39.101369,-104.881782,722513,58120307,3528603,200,200,1986
QUIMBY HIGGINS & MCDONALD,QUIMBY B DOUGLAS,6 S TEJON ST,COLORADO SPRINGS,CO,809031511,7194712911,EATING PLACE,38.833544,-104.823602,722513,58120307,161944,6,6,1998
R ENTERPRISES INC,MCDONALD'S,4490 WASHINGTON ST,DENVER,CO,802163545,3032956961,FAST-FOOD REST CHAIN,39.778104,-104.979105,722513,58120307,1644917,75,40,1990
ROSMIK INC,MCDONALD'S,243 S PONTIAC ST,DENVER,CO,802306954,3033713327,FAST-FOOD REST CHAIN,39.712225,-104.905373,722513,58120307,1734751,42,42,1991
SANDOVAL ENTERPRISES INC,MCDONALD'S,7730 E VALVIEW 6,ENGLEWOOD,CO,80111,3037578787,FAST-FOOD REST CHAIN,39.598621,-104.833998,722513,58120307,6876198,325,5,1991
SANDOVAL ENTERPRISES INC,MCDONALD'S,10555 E BRIARWOOD CIR,ENGLEWOOD,CO,801121146,3037578787,FAST-FOOD REST CHAIN,39.594364,-104.865452,722513,58120307,0,0,30,
SANDOVAL ENTERPRISES INC,MCDONALD'S,9800 S YOSEMITE ST,LONE TREE,CO,801243190,3039250690,FAST-FOOD REST CHAIN,39.538889,-104.88536,722513,58120307,0,0,21,
"SAREN CO, INC",MCDONALD'S,440 S LINCOLN ST,BURLINGTON,CO,808072107,7193465190,FAST-FOOD REST CHAIN,39.296773,-102.278684,722513,58120307,536635,20,20,1995
S & J UNITY INC,MCDONALD'S,8001 WADSWORTH BLVD,ARVADA,CO,800031600,3034203034,FAST-FOOD REST CHAIN,39.842306,-105.082002,722513,58120307,2088803,66,66,1997
SNOWED INN INC,MCDONALD'S,217 16TH AVE,IDAHO SPRINGS,CO,80452,3035672338,FAST-FOOD REST CHAIN,39.742256,-105.516021,722513,58120307,940000,43,43,2000
"SOMIP, INC",MCDONALD'S,939 W DILLON RD STE 14200,LOUISVILLE,CO,800274006,3036669033,FAST-FOOD REST CHAIN,39.960815,-105.162861,722513,58120307,0,0,55,
"SOMIP, INC",MCDONALD'S,322 NEVADA AVE,TRINIDAD,CO,810822556,7198463322,FAST-FOOD REST CHAIN,37.170584,-104.51017,722513,58120307,0,0,53,
"SOMIP, INC",MCDONALD'S,501 BIG THOMPSON AVE,ESTES PARK,CO,80517,9705863434,FAST-FOOD REST CHAIN,40.378595,-105.516089,722513,58120307,0,0,63,
"SOMIP, INC",MCDONALD'S,5880 LEETSDALE DR,DENVER,CO,802241223,3033889073,FAST-FOOD REST CHAIN,39.706534,-104.919947,722513,58120307,8025288,220,6,1998
"SOMIP, INC",MCDONALD'S,2651 S PARKER RD,AURORA,CO,800141617,3037507384,FAST-FOOD REST CHAIN,39.668353,-104.863038,722513,58120307,0,0,43,
"SOMIP, INC",MCDONALD'S 2751,5880 LEETSDALE DR,DENVER,CO,802241223,3033889073,FAST-FOOD REST CHAIN,39.706534,-104.919947,722513,58120307,0,0,38,
"SOMIP, INC",MCDONALD'S,7075 E HAMPDEN AVE,DENVER,CO,802243032,3037564833,FAST-FOOD REST CHAIN,39.653159,-104.906982,722513,58120307,0,0,35,
"SOMIP, INC",MCDONALD'S,108 GUNNISON RIVER DR,DELTA,CO,814161856,9708745503,FAST-FOOD REST CHAIN,38.748746,-108.071692,722513,58120307,0,0,45,
"SOMIP, INC",MCDONALD'S,3996 E EVANS AVE UNIT B,DENVER,CO,802104959,3037598313,FAST-FOOD REST CHAIN,39.678391,-104.94189,722513,58120307,0,0,39,
"SOMIP, INC",MCDONALD'S,1195 S COLORADO BLVD,DENVER,CO,802462901,3037568430,FAST-FOOD REST CHAIN,39.694949,-104.940779,722513,58120307,0,0,40,
SOUTHWEST DESERT RESTAURANTS INC,MCDONALD'S,112 SINGLETREE RDG,TELLURIDE,CO,814359313,9707280606,FAST-FOOD REST CHAIN,37.941142,-107.873655,722513,58120307,1434135,64,2,1977
"SPIDEL, JOHN",MCDONALD'S,4801 N ACADEMY BLVD,COLORADO SPRINGS,CO,809184121,7195984982,FAST-FOOD REST CHAIN,38.901552,-104.76795,722513,58120307,862771,60,60,1994
STEVE MORRIS,MCDONALD'S,16890 E QUINCY AVE,AURORA,CO,800151545,3036906868,FAST-FOOD REST CHAIN,39.638374,-104.791733,722513,58120307,1003849,55,55,1985
STEVE RAYBOL,MCDONALD'S,707 S 8TH ST,COLORADO SPRINGS,CO,809051811,,EATING PLACES,38.824352,-104.840105,722513,58120307,45292,1,1,2004
TODDAMY,MCDONALD'S,2401 S COLLEGE AVE,FORT COLLINS,CO,805251723,9704821612,FAST-FOOD REST CHAIN,40.556577,-105.077169,722513,58120307,1500000,70,70,1995
"TODDAMY, INC.",MCDONALD'S,4424 DENROSE CT,FORT COLLINS,CO,805248360,9702213299,FAST-FOOD REST CHAIN,40.579745,-104.996584,722513,58120307,394304,13,13,2008
TOM CARSON,MCDONALD'S,4020 W COLFAX AVE,DENVER,CO,802041462,3036232016,FAST-FOOD REST CHAIN,39.740301,-105.039393,722513,58120307,648004,38,38,1995
TOM KINSINKO INC,MCDONALD'S,885 RAINBOW BLVD,SALIDA,CO,81201,7195392288,FAST-FOOD REST CHAIN,38.524053,-105.992689,722513,58120307,651727,54,54,2005
TONY BOSELLI,MCDONALD'S,7400 FEDERAL BLVD,WESTMINSTER,CO,800304905,3034299226,FAST-FOOD REST CHAIN,39.831028,-105.024795,722513,58120307,641966,43,43,1994
TONY MCDONALD'S VOSELLI INVESTMENTS,MCDONALD'S,3690 E 104TH AVE,THORNTON,CO,802334427,3034530708,FAST-FOOD REST CHAIN,39.884768,-104.944214,722513,58120307,734742,45,45,1997
TRIPLE J MANAGEMENT LLC,MCDONALD'S,837 HWY 24 I 70,LIMON,CO,80828,7197752782,FAST-FOOD REST CHAIN,39.269955,-103.708664,722513,58120307,787978,51,51,1981
TWIN ARCHES MC DONALD'S,MCDONALD'S,1900 MAIN ST,LONGMONT,CO,805011914,3037723017,FAST-FOOD REST CHAIN,40.192507,-105.10229,722513,58120307,2089285,90,35,1994
TWIN ARCHES MC DONALD'S,MCDONALD'S,9825 W 58TH AVE,ARVADA,CO,800022011,3034239161,FAST-FOOD REST CHAIN,39.80194,-105.108546,722513,58120307,0,0,55,
T W J INVESTMENTS CO INC,MCDONALD'S,214 W MAIN ST,STERLING,CO,807513143,9705229679,FAST-FOOD REST CHAIN,40.625519,-103.213361,722513,58120307,1173058,40,20,1982
T W J INVESTMENTS CO INC,MCDONALD'S,1203 MAIN ST,FORT MORGAN,CO,807012052,9708678833,FAST-FOOD REST CHAIN,40.261354,-103.80159,722513,58120307,0,0,20,
ULTRA MAC CORPORATION,MCDONALD'S,8011 S BROADWAY,LITTLETON,CO,801222716,3037970767,FAST-FOOD REST CHAIN,39.570638,-104.988655,722513,58120307,0,0,35,
ULTRA MAC CORPORATION,MCDONALD'S,1444 S HAVANA ST,AURORA,CO,800124014,3033060255,FAST-FOOD REST CHAIN,39.690325,-104.865891,722513,58120307,629602,43,43,2010
ULTRA MAC CORPORATION,MCDONALD'S,5105 S SANTA FE DR,LITTLETON,CO,801201040,3037943540,FAST-FOOD REST CHAIN,39.623761,-105.014783,722513,58120307,8952887,220,28,1979
ULTRA MAC CORPORATION,MCDONALD'S,9235 S BROADWAY,HIGHLANDS RANCH,CO,801295631,3036837655,FAST-FOOD REST CHAIN,39.54816,-104.992087,722513,58120307,0,0,30,
ULTRA MAC CORPORATION,MCDONALD'S,8011 S BROADWAY,LITTLETON,CO,801222716,3037970767,FAST-FOOD REST CHAIN,39.570638,-104.988655,722513,58120307,0,0,20,
