NCES_ID,State_ID,NCES_DisID,StatDis_ID,Low_Grade,High_Grade,Sch_Name,District,County,Street_Add,City,State,ZIP,ZIP_4digit,Phone,LocCode,Locale,Charter,Magnet,Titl1_Sch,Titl1_Wide,Students,Teachers,St_Tea_Rat,Free_Lunch,Red_Lunch,addLong,Latitude,Longitude,url
80336006570,CO-0880-4213,803360,CO-0880,PK,5,ISABELLA BIRD COMMUNITY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,2701 N. Lima St.,DENVER,CO,80238,,(720)423-9900,11,City: Large,No,No,No,?,462,27.5,16.8,70,18,"2701 N. Lima St. DENVER,CO,80238",39.754833,-104.857731,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2701+N.+Lima+St.+DENVER,CO,80238"
80336006662,CO-0880-4383,803360,CO-0880,PK,5,JOE SHOEMAKER SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,3333 SOUTH HAVANA STREET,DENVER,CO,80231,,(720)423-9333,11,City: Large,No,No,Yes,Yes,370,21.67,17.1,197,35,"3333 SOUTH HAVANA STREET DENVER,CO,80231",39.655836,-104.866587,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3333+SOUTH+HAVANA+STREET+DENVER,CO,80231"
80336000367,CO-0880-4444,803360,CO-0880,9,12,JOHN F KENNEDY HIGH SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,2855 SOUTH LAMAR STREET,DENVER,CO,80227,3809,(720)423-4300,11,City: Large,No,No,Yes,Yes,1203,70.48,17.1,759,144,"2855 SOUTH LAMAR STREET DENVER,CO,80227",39.661644,-105.067292,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2855+SOUTH+LAMAR+STREET+DENVER,CO,80227"
80336000368,CO-0880-4450,803360,CO-0880,PK,5,JOHNSON ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,1850 SOUTH IRVING STREET,DENVER,CO,80219,4656,(720)424-6290,11,City: Large,No,No,Yes,Yes,419,28.25,14.8,345,46,"1850 SOUTH IRVING STREET DENVER,CO,80219",39.683133,-105.029794,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1850+SOUTH+IRVING+STREET+DENVER,CO,80219"
80336006443,CO-0880-4494,803360,CO-0880,9,12,JUSTICE HIGH SCHOOL DENVER,School District No. 1 in the county of Denver and State of C,Denver County,300 E. 9th Ave,DENVER,CO,80203,,(303)480-5610,11,City: Large,Yes,No,Yes,Yes,80,7.08,11.3,67,3,"300 E. 9th Ave DENVER,CO,80203",39.730435,-104.983225,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=300+E.+9th+Ave+DENVER,CO,80203"
80336000369,CO-0880-4498,803360,CO-0880,PK,5,KAISER ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,4500 SOUTH QUITMAN STREET,DENVER,CO,80236,3521,(720)424-6210,11,City: Large,No,No,Yes,Yes,381,26.63,14.3,237,43,"4500 SOUTH QUITMAN STREET DENVER,CO,80236",39.63417,-105.042233,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4500+SOUTH+QUITMAN+STREET+DENVER,CO,80236"
80336000370,CO-0880-4656,803360,CO-0880,7,8,KEPNER MIDDLE SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,911 SOUTH HAZEL COURT,DENVER,CO,80219,3418,(720)424-0000,11,City: Large,No,No,Yes,Yes,473,28,16.9,420,33,"911 SOUTH HAZEL COURT DENVER,CO,80219",39.70018,-105.027423,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=911+SOUTH+HAZEL+COURT+DENVER,CO,80219"
80336006448,CO-0880-4730,803360,CO-0880,9,12,KIPP DENVER COLLEGIATE HIGH SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,451 SOUTH TEJON STREET,DENVER,CO,80223,,(303)922-5324,11,City: Large,Yes,No,Yes,Yes,380,36.7,10.4,323,36,"451 SOUTH TEJON STREET DENVER,CO,80223",39.708448,-105.010992,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=451+SOUTH+TEJON+STREET+DENVER,CO,80223"
80336006519,CO-0880-4507,803360,CO-0880,5,8,KIPP MONTBELLO COLLEGE PREP,School District No. 1 in the county of Denver and State of C,Denver County,5290 KITTREDGE STREET,DENVER,CO,80239,,(303)307-1970,11,City: Large,Yes,No,Yes,Yes,439,36.63,12,345,48,"5290 KITTREDGE STREET DENVER,CO,80239",39.788336,-104.801989,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=5290+KITTREDGE+STREET+DENVER,CO,80239"
80336006652,CO-0880-4500,803360,CO-0880,KG,2,KIPP MONTBELLO ELEMENTARY,School District No. 1 in the county of Denver and State of C,Denver County,19451 EAST MAXWELL PLACE,DENVER,CO,80249,,(720)452-2551,11,City: Large,Yes,No,Yes,Yes,156,10.11,15.4,92,27,"19451 EAST MAXWELL PLACE DENVER,CO,80249",39.794827,-104.760957,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=19451+EAST+MAXWELL+PLACE+DENVER,CO,80249"
80336006670,CO-0880-4509,803360,CO-0880,9,10,KIPP NORTHEAST DENVER LEADERSHIP ACADEMY,School District No. 1 in the county of Denver and State of C,Denver County,11200 EAST 45TH AVENUE,DENVER,CO,80239,,(720)452-2570,11,City: Large,Yes,No,Yes,Yes,136,11.56,11.8,98,19,"11200 EAST 45TH AVENUE DENVER,CO,80239",39.778783,-104.854584,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=11200+EAST+45TH+AVENUE+DENVER,CO,80239"
80336001865,CO-0880-4732,803360,CO-0880,5,8,KIPP SUNSHINE PEAK ACADEMY,School District No. 1 in the county of Denver and State of C,Denver County,375 S TEJON STREET,DENVER,CO,80223,,(303)623-5772,11,City: Large,Yes,No,Yes,Yes,393,37.52,10.5,347,36,"375 S TEJON STREET DENVER,CO,80223",39.710001,-105.011001,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=375+S+TEJON+STREET+DENVER,CO,80223"
80336000371,CO-0880-4762,803360,CO-0880,PK,5,KNAPP ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,500 SOUTH UTICA STREET,DENVER,CO,80219,2364,(720)424-6130,11,City: Large,No,No,Yes,Yes,639,42.75,14.9,533,65,"500 SOUTH UTICA STREET DENVER,CO,80219",39.707834,-105.046077,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=500+SOUTH+UTICA+STREET+DENVER,CO,80219"
80336006442,CO-0880-4795,803360,CO-0880,KG,12,KUNSMILLER CREATIVE ARTS ACADEMY,School District No. 1 in the county of Denver and State of C,Denver County,2250 SOUTH QUITMAN WAY,DENVER,CO,80219,,(720)424-0200,11,City: Large,No,No,Yes,Yes,1043,62.77,16.6,752,101,"2250 SOUTH QUITMAN WAY DENVER,CO,80219",39.676382,-105.040616,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2250+SOUTH+QUITMAN+WAY+DENVER,CO,80219"
80336006490,CO-0880-5255,803360,CO-0880,6,8,LAKE INTERNATIONAL SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,1820 LOWELL BLVD,DENVER,CO,80204,,(720)424-0260,11,City: Large,No,No,Yes,Yes,329,23.93,13.7,294,17,"1820 LOWELL BLVD DENVER,CO,80204",39.746403,-105.034603,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1820+LOWELL+BLVD+DENVER,CO,80204"
80336006669,CO-0880-5044,803360,CO-0880,9,10,LEGACY OPTIONS HIGH SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,6850 NORTH ARGONNE STREET,DENVER,CO,80249,,(720)424-3100,41,Rural: Fringe,No,No,Yes,Yes,27,6.5,4.2,23,3,"6850 NORTH ARGONNE STREET DENVER,CO,80249",39.803551,-104.769107,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=6850+NORTH+ARGONNE+STREET+DENVER,CO,80249"
80336001864,CO-0880-3340,803360,CO-0880,1,5,LENA ARCHULETA ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,16000 MAXWELL PLACE,DENVER,CO,80239,5246,(720)424-9888,11,City: Large,No,No,Yes,Yes,564,33,17.1,403,93,"16000 MAXWELL PLACE DENVER,CO,80239",39.794693,-104.802585,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=16000+MAXWELL+PLACE+DENVER,CO,80239"
80336000375,CO-0880-5158,803360,CO-0880,PK,6,LINCOLN ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,710 SOUTH PENNSYLVANIA STREET,DENVER,CO,80209,4135,(720)424-5990,11,City: Large,No,No,No,?,362,21.49,16.8,63,16,"710 SOUTH PENNSYLVANIA STREET DENVER,CO,80209",39.703221,-104.981599,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=710+SOUTH+PENNSYLVANIA+STREET+DENVER,CO,80209"
80336001867,CO-0880-5342,803360,CO-0880,PK,5,LOWRY ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,8001 EAST CEDAR AVENUE,DENVER,CO,80230,,(720)424-5910,11,City: Large,No,No,No,?,498,28.5,17.5,193,24,"8001 EAST CEDAR AVENUE DENVER,CO,80230",39.712255,-104.896567,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=8001+EAST+CEDAR+AVENUE+DENVER,CO,80230"
80336006328,CO-0880-5448,803360,CO-0880,9,12,MANUAL HIGH SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,1700 EAST 28TH AVENUE,DENVER,CO,80205,,(720)423-6300,11,City: Large,No,No,Yes,Yes,288,23.81,12.1,235,20,"1700 EAST 28TH AVENUE DENVER,CO,80205",39.756993,-104.968436,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1700+EAST+28TH+AVENUE+DENVER,CO,80205"
80336001739,CO-0880-3647,803360,CO-0880,1,8,MARIE L. GREENWOOD ACADEMY,School District No. 1 in the county of Denver and State of C,Denver County,5130 DURHAM COURT,DENVER,CO,80239,,(720)424-6630,11,City: Large,No,No,Yes,Yes,636,43,14.8,519,74,"5130 DURHAM COURT DENVER,CO,80239",39.786885,-104.818045,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=5130+DURHAM+COURT+DENVER,CO,80239"
80336001380,CO-0880-5578,803360,CO-0880,PK,5,MARRAMA ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,19100 EAST 40TH AVENUE,DENVER,CO,80249,7127,(720)424-5820,11,City: Large,No,No,Yes,Yes,591,33.99,17.4,377,94,"19100 EAST 40TH AVENUE DENVER,CO,80249",39.771669,-104.7641,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=19100+EAST+40TH+AVENUE+DENVER,CO,80249"
80336006445,CO-0880-5608,803360,CO-0880,KG,5,MATHEMATICS AND SCIENCE LEADERSHIP ACADEMY,School District No. 1 in the county of Denver and State of C,Denver County,451 SOUTH TEJON STREET,DENVER,CO,80223,,(720)424-1310,11,City: Large,No,No,Yes,Yes,237,15.75,15,210,18,"451 SOUTH TEJON STREET DENVER,CO,80223",39.708448,-105.010992,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=451+SOUTH+TEJON+STREET+DENVER,CO,80223"
80336001635,CO-0880-5644,803360,CO-0880,PK,5,MAXWELL ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,14390 EAST BOLLING DRIVE,DENVER,CO,80239,4329,(720)424-5740,11,City: Large,No,No,Yes,Yes,546,32.94,16.6,453,42,"14390 EAST BOLLING DRIVE DENVER,CO,80239",39.783224,-104.822217,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=14390+EAST+BOLLING+DRIVE+DENVER,CO,80239"
80336000377,CO-0880-5702,803360,CO-0880,PK,5,MC KINLEY-THATCHER ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,1230 SOUTH GRANT STREET,DENVER,CO,80210,1521,(720)424-5600,11,City: Large,No,No,No,?,182,14.08,12.9,74,11,"1230 SOUTH GRANT STREET DENVER,CO,80210",39.694117,-104.983713,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1230+SOUTH+GRANT+STREET+DENVER,CO,80210"
80336000378,CO-0880-5716,803360,CO-0880,PK,5,MC MEEN ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,1000 SOUTH HOLLY STREET,DENVER,CO,80246,2308,(720)424-5520,11,City: Large,No,No,Yes,Yes,659,43.49,15.2,461,62,"1000 SOUTH HOLLY STREET DENVER,CO,80246",39.697862,-104.921622,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1000+SOUTH+HOLLY+STREET+DENVER,CO,80246"
80336006562,CO-0880-5897,803360,CO-0880,6,8,MCAULIFFE INTERNATIONAL SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,2540 Holly St.,DENVER,CO,80207,,(720)424-1540,11,City: Large,No,No,No,?,825,48.7,16.9,141,20,"2540 Holly St. DENVER,CO,80207",39.754171,-104.9223,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2540+Holly+St.+DENVER,CO,80207"
80336001276,CO-0880-5685,803360,CO-0880,PK,6,MCGLONE ACADEMY,School District No. 1 in the county of Denver and State of C,Denver County,4500 CROWN BOULEVARD,DENVER,CO,80239,4416,(720)424-5660,11,City: Large,No,No,Yes,Yes,730,47.25,15.4,635,53,"4500 CROWN BOULEVARD DENVER,CO,80239",39.780252,-104.838788,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4500+CROWN+BOULEVARD+DENVER,CO,80239"
80336000379,CO-0880-5826,803360,CO-0880,6,8,MERRILL MIDDLE SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,1551 SOUTH MONROE STREET,DENVER,CO,80210,3015,(720)424-0600,11,City: Large,No,No,Yes,Yes,551,39.01,14.1,290,33,"1551 SOUTH MONROE STREET DENVER,CO,80210",39.688391,-104.94537,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1551+SOUTH+MONROE+STREET+DENVER,CO,80210"
80336006555,CO-0880-5621,803360,CO-0880,KG,5,MONARCH MONTESSORI,School District No. 1 in the county of Denver and State of C,Denver County,4895 Peoria Street,DENVER,CO,80239,,(303)712-2001,11,City: Large,Yes,No,Yes,Yes,256,15.17,16.9,144,34,"4895 Peoria Street DENVER,CO,80239",39.785108,-104.847133,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4895+Peoria+Street+DENVER,CO,80239"
80336000384,CO-0880-6002,803360,CO-0880,PK,5,MONTCLAIR ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,1151 NEWPORT STREET,DENVER,CO,80220,4751,(720)424-5380,11,City: Large,No,No,Yes,Yes,462,32.69,14.1,317,23,"1151 NEWPORT STREET DENVER,CO,80220",39.733529,-104.909396,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1151+NEWPORT+STREET+DENVER,CO,80220"
80336000386,CO-0880-6098,803360,CO-0880,6,8,MOREY MIDDLE SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,840 EAST 14TH AVENUE,DENVER,CO,80218,1803,(720)424-0700,11,City: Large,No,No,No,?,293,19.51,15,124,14,"840 EAST 14TH AVENUE DENVER,CO,80218",39.738441,-104.977018,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=840+EAST+14TH+AVENUE+DENVER,CO,80218"
80336000387,CO-0880-6188,803360,CO-0880,PK,5,MUNROE ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,3440 WEST VIRGINIA AVENUE,DENVER,CO,80219,2730,(720)424-5230,11,City: Large,No,No,Yes,Yes,573,40.35,14.2,523,37,"3440 WEST VIRGINIA AVENUE DENVER,CO,80219",39.707672,-105.031164,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3440+WEST+VIRGINIA+AVENUE+DENVER,CO,80219"
80336000388,CO-0880-6254,803360,CO-0880,PK,5,NEWLON ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,361 VRAIN STREET,DENVER,CO,80219,1147,(720)424-5150,11,City: Large,No,No,Yes,Yes,556,34,16.4,453,59,"361 VRAIN STREET DENVER,CO,80219",39.721722,-105.045442,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=361+VRAIN+STREET+DENVER,CO,80219"
80336006520,CO-0880-6239,803360,CO-0880,6,12,NOEL COMMUNITY ARTS SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,5000 Crown Boulevard,DENVER,CO,80239,,(720)423-5840,11,City: Large,No,No,Yes,Yes,753,44.37,17,556,55,"5000 Crown Boulevard DENVER,CO,80239",39.786827,-104.829472,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=5000+Crown+Boulevard+DENVER,CO,80239"
80336000389,CO-0880-6314,803360,CO-0880,9,12,NORTH HIGH SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,2960 NORTH SPEER BOULEVARD,DENVER,CO,80211,3754,(720)423-2700,11,City: Large,No,No,Yes,Yes,933,65.85,14.2,677,93,"2960 NORTH SPEER BOULEVARD DENVER,CO,80211",39.75842,-105.02132,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2960+NORTH+SPEER+BOULEVARD+DENVER,CO,80211"
80336006569,CO-0880-6308,803360,CO-0880,9,12,NORTH HIGH SCHOOL ENGAGEMENT CENTER,School District No. 1 in the county of Denver and State of C,Denver County,2960 N.SPEER BLVD,DENVER,CO,80211,,(720)423-2700,11,City: Large,No,No,Yes,Yes,93,5.5,16.9,71,7,"2960 N.SPEER BLVD DENVER,CO,80211",39.75842,-105.02132,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2960+N.SPEER+BLVD+DENVER,CO,80211"
80336006660,CO-0880-6368,803360,CO-0880,9,10,NORTHFIELD HIGH SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,5500 CENTRAL PARK BLVD,DENVER,CO,80238,,(720)423-8000,11,City: Large,No,No,No,?,194,10.5,18.5,80,17,"5500 CENTRAL PARK BLVD DENVER,CO,80238",39.797278,-104.884255,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=5500+CENTRAL+PARK+BLVD+DENVER,CO,80238"
80336006525,CO-0880-8131,803360,CO-0880,PK,5,OAKLAND ELEMENTARY,School District No. 1 in the county of Denver and State of C,Denver County,4580 DEARBORN STREET,DENVER,CO,80239,,(720)424-5070,11,City: Large,No,No,Yes,Yes,451,31.95,14.1,355,56,"4580 DEARBORN STREET DENVER,CO,80239",39.777526,-104.820093,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4580+DEARBORN+STREET+DENVER,CO,80239"
80336001636,CO-0880-6479,803360,CO-0880,KG,8,ODYSSEY SCHOOL OF DENVER,School District No. 1 in the county of Denver and State of C,Denver County,6550 EAST 21ST AVENUE,DENVER,CO,80207,,(303)316-3944,11,City: Large,Yes,No,No,?,234,17.69,13.2,48,18,"6550 EAST 21ST AVENUE DENVER,CO,80207",39.748616,-104.911171,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=6550+EAST+21ST+AVENUE+DENVER,CO,80207"
80336001838,CO-0880-6508,803360,CO-0880,KG,8,OMAR D BLAIR CHARTER SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,4905 CATHAY STREET,DENVER,CO,80249,,(303)371-9570,11,City: Large,Yes,No,No,?,804,38.17,21.1,408,112,"4905 CATHAY STREET DENVER,CO,80249",39.786254,-104.764753,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4905+CATHAY+STREET+DENVER,CO,80249"
80336001795,CO-0880-7163,803360,CO-0880,6,12,P.R.E.P. (POSITIVE REFOCUS EDUCATION PROGRAM),School District No. 1 in the county of Denver and State of C,Denver County,2727 COLUMBINE STREET,DENVER,CO,80205,,(720)424-8451,11,City: Large,No,No,Yes,Yes,171,16,10.7,112,13,"2727 COLUMBINE STREET DENVER,CO,80205",39.756358,-104.957363,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2727+COLUMBINE+STREET+DENVER,CO,80205"
80336006591,CO-0880-7188,803360,CO-0880,9,12,P.U.S.H. ACADEMY,School District No. 1 in the county of Denver and State of C,Denver County,4501 Airport Way,DENVER,CO,80239,,(720)423-7200,11,City: Large,No,No,Yes,Yes,221,11.52,19.2,146,24,"4501 Airport Way DENVER,CO,80239",39.775106,-104.795509,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4501+Airport+Way+DENVER,CO,80239"
80336000390,CO-0880-6676,803360,CO-0880,PK,5,PALMER ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,995 GRAPE STREET,DENVER,CO,80220,4426,(720)424-5000,11,City: Large,No,No,No,?,295,18.31,16.1,119,16,"995 GRAPE STREET DENVER,CO,80220",39.731938,-104.924595,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=995+GRAPE+STREET+DENVER,CO,80220"
80336000391,CO-0880-6754,803360,CO-0880,PK,5,PARK HILL SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,5050 EAST 19TH AVENUE,DENVER,CO,80220,1229,(720)424-4910,11,City: Large,No,No,No,?,603,32.99,18.3,134,8,"5050 EAST 19TH AVENUE DENVER,CO,80220",39.745598,-104.929325,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=5050+EAST+19TH+AVENUE+DENVER,CO,80220"
80336006582,CO-0880-7192,803360,CO-0880,PK,PK,PASCUAL LEDOUX ACADEMY,School District No. 1 in the county of Denver and State of C,Denver County,1055 SOUTH HAZEL COURT,DENVER,CO,80219,,(720)423-9240,11,City: Large,No,No,No,?,239,16.5,14.5,174,21,"1055 SOUTH HAZEL COURT DENVER,CO,80219",39.697572,-105.02745,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1055+SOUTH+HAZEL+COURT+DENVER,CO,80219"
80336006398,CO-0880-7045,803360,CO-0880,PK,8,PLACE BRIDGE ACADEMY,School District No. 1 in the county of Denver and State of C,Denver County,7125 CHERRY CREEK DRIVE NORTH,DENVER,CO,80224,,(720)424-0960,11,City: Large,No,No,Yes,Yes,1022,68.84,14.8,921,53,"7125 CHERRY CREEK DRIVE NORTH DENVER,CO,80224",39.707353,-104.941107,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=7125+CHERRY+CREEK+DRIVE+NORTH+DENVER,CO,80224"
80336001767,CO-0880-2027,803360,CO-0880,KG,5,POLARIS AT EBERT ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,410 PARK AVENUE WEST,DENVER,CO,80205,3113,(720)424-7860,11,City: Large,No,No,No,?,333,17.5,19,9,10,"410 PARK AVENUE WEST DENVER,CO,80205",39.750055,-104.981551,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=410+PARK+AVENUE+WEST+DENVER,CO,80205"
80336006641,CO-0880-7243,803360,CO-0880,PK,3,REACH CHARTER SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,940 FILLMORE STREET,DENVER,CO,80206,,(720)446-8927,11,City: Large,Yes,No,No,?,100,3.24,30.9,22,7,"940 FILLMORE STREET DENVER,CO,80206",39.731506,-104.952865,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=940+FILLMORE+STREET+DENVER,CO,80206"
