NCES_ID,State_ID,NCES_DisID,StatDis_ID,Low_Grade,High_Grade,Sch_Name,District,County,Street_Add,City,State,ZIP,ZIP_4digit,Phone,LocCode,Locale,Charter,Magnet,Titl1_Sch,Titl1_Wide,Students,Teachers,St_Tea_Rat,Free_Lunch,Red_Lunch,addLong,Latitude,Longitude,url
80336006590,CO-0880-7246,803360,CO-0880,9,12,RESPECT ACADEMY AT LINCOLN,School District No. 1 in the county of Denver and State of C,Denver County,2285 SOUTH FEDERAL BLVD,DENVER,CO,80219,,(720)423-5203,11,City: Large,No,No,Yes,Yes,107,6,17.8,74,8,"2285 SOUTH FEDERAL BLVD DENVER,CO,80219",39.676968,-105.025057,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2285+SOUTH+FEDERAL+BLVD+DENVER,CO,80219"
80336006647,CO-0880-7361,803360,CO-0880,9,12,RISEUP COMMUNITY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,1801 FEDERAL BLVD,DENVER,CO,80204,,(303)477-0517,11,City: Large,Yes,No,Yes,Yes,119,5.95,20,86,3,"1801 FEDERAL BLVD DENVER,CO,80204",39.745326,-105.025234,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1801+FEDERAL+BLVD+DENVER,CO,80204"
80336006545,CO-0880-7241,803360,CO-0880,PK,5,ROCKY MOUNTAIN PREP: CREEKSIDE,School District No. 1 in the county of Denver and State of C,Denver County,7808 CHERRY CREEK SOUTH DR,DENVER,CO,80231,,(720)863-8920,11,City: Large,Yes,No,Yes,Yes,452,24.1,18.8,293,55,"7808 CHERRY CREEK SOUTH DR DENVER,CO,80231",39.679808,-104.897481,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=7808+CHERRY+CREEK+SOUTH+DR+DENVER,CO,80231"
80336006646,CO-0880-7471,803360,CO-0880,PK,2,ROCKY MOUNTAIN PREP: SOUTHWEST,School District No. 1 in the county of Denver and State of C,Denver County,911 SOUTH HAZEL COURT,DENVER,CO,80219,,(720)863-8920,11,City: Large,Yes,No,Yes,Yes,130,12.21,10.6,107,14,"911 SOUTH HAZEL COURT DENVER,CO,80219",39.70018,-105.027423,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=911+SOUTH+HAZEL+COURT+DENVER,CO,80219"
80000400709,CO-9130-2840,800004,CO-9130,KG,12,ROCKY MOUNTAIN SCHOOL OF EXPEDITIONARY LEARNING,DENVER 1,Denver County,1700 SOUTH HOLLY STREET,DENVER,CO,80222,,(303)759-2076,11,City: Large,No,No,No,?,397,33.28,11.9,0,0,"1700 SOUTH HOLLY STREET DENVER,CO,80222",39.685007,-104.922255,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1700+SOUTH+HOLLY+STREET+DENVER,CO,80222"
80336006642,CO-0880-7496,803360,CO-0880,KG,2,ROOTS ELEMENTARY,School District No. 1 in the county of Denver and State of C,Denver County,3475 HOLLY STREET,DENVER,CO,80207,,(720)724-6841,11,City: Large,Yes,No,Yes,Yes,89,4.93,18.1,75,3,"3475 HOLLY STREET DENVER,CO,80207",39.765231,-104.922295,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3475+HOLLY+STREET+DENVER,CO,80207"
80336000398,CO-0880-7554,803360,CO-0880,PK,5,SABIN WORLD SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,3050 SOUTH VRAIN STREET,DENVER,CO,80236,2119,(720)424-4520,11,City: Large,No,No,Yes,Yes,713,46,15.5,412,96,"3050 SOUTH VRAIN STREET DENVER,CO,80236",39.658812,-105.046561,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3050+SOUTH+VRAIN+STREET+DENVER,CO,80236"
80336000399,CO-0880-7578,803360,CO-0880,PK,5,SAMUELS ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,3985 SOUTH VINCENNES COURT,DENVER,CO,80237,1748,(720)424-4450,11,City: Large,No,No,Yes,Yes,501,34.49,14.5,346,42,"3985 SOUTH VINCENNES COURT DENVER,CO,80237",39.643063,-104.891234,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3985+SOUTH+VINCENNES+COURT+DENVER,CO,80237"
80336000401,CO-0880-7698,803360,CO-0880,PK,5,SCHMITT ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,1820 SOUTH VALLEJO STREET,DENVER,CO,80223,3710,(720)424-4230,11,City: Large,No,No,Yes,Yes,402,28.49,14.1,353,32,"1820 SOUTH VALLEJO STREET DENVER,CO,80223",39.683198,-105.012895,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1820+SOUTH+VALLEJO+STREET+DENVER,CO,80223"
80336000403,CO-0880-7942,803360,CO-0880,6,8,SKINNER MIDDLE SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,3435 WEST 40TH AVENUE,DENVER,CO,80211,1921,(720)424-1420,11,City: Large,No,No,Yes,Yes,615,38.5,16,345,61,"3435 WEST 40TH AVENUE DENVER,CO,80211",39.771828,-105.03157,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3435+WEST+40TH+AVENUE+DENVER,CO,80211"
80336001524,CO-0880-7972,803360,CO-0880,KG,8,SLAVENS K-8 SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,3000 SOUTH CLAYTON STREET,DENVER,CO,80210,6704,(720)424-4150,11,City: Large,No,No,No,?,690,41.17,16.8,58,5,"3000 SOUTH CLAYTON STREET DENVER,CO,80210",39.66136,-104.956555,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3000+SOUTH+CLAYTON+STREET+DENVER,CO,80210"
80336000407,CO-0880-8006,803360,CO-0880,PK,5,SMITH ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,3590 JASMINE STREET,DENVER,CO,80207,1350,(720)424-4000,11,City: Large,No,No,Yes,Yes,400,30.06,13.3,341,34,"3590 JASMINE STREET DENVER,CO,80207",39.766534,-104.918801,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3590+JASMINE+STREET+DENVER,CO,80207"
80336006486,CO-0880-8053,803360,CO-0880,KG,5,SOAR AT GREEN VALLEY RANCH,School District No. 1 in the county of Denver and State of C,Denver County,4800 TELLURIDE STREET #4,DENVER,CO,80249,,(720)287-5100,11,City: Large,Yes,No,Yes,Yes,452,31.27,14.5,251,95,"4800 TELLURIDE STREET #4 DENVER,CO,80249",39.785651,-104.781664,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4800+TELLURIDE+STREET+#4+DENVER,CO,80249"
80336000408,CO-0880-8086,803360,CO-0880,9,12,SOUTH HIGH SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,1700 EAST LOUISIANA AVENUE,DENVER,CO,80210,1810,(720)423-6000,11,City: Large,No,No,Yes,Yes,1565,94.06,16.6,927,125,"1700 EAST LOUISIANA AVENUE DENVER,CO,80210",39.692956,-104.966355,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1700+EAST+LOUISIANA+AVENUE+DENVER,CO,80210"
80336001679,CO-0880-8138,803360,CO-0880,PK,5,SOUTHMOOR ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,3755 SOUTH MAGNOLIA WAY,DENVER,CO,80237,,(720)424-3930,11,City: Large,No,No,No,?,485,24.25,20,111,32,"3755 SOUTH MAGNOLIA WAY DENVER,CO,80237",39.648259,-104.910941,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3755+SOUTH+MAGNOLIA+WAY+DENVER,CO,80237"
80336001839,CO-0880-8132,803360,CO-0880,9,12,SOUTHWEST EARLY COLLEGE,School District No. 1 in the county of Denver and State of C,Denver County,3001 SOUTH FEDERAL BOULEVARD B,DENVER,CO,80236,,(303)935-5473,11,City: Large,Yes,No,Yes,Yes,209,11.05,18.9,134,20,"3001 SOUTH FEDERAL BOULEVARD B DENVER,CO,80236",39.659461,-105.025173,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3001+SOUTH+FEDERAL+BOULEVARD+B+DENVER,CO,80236"
80336000410,CO-0880-8222,803360,CO-0880,PK,5,STECK ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,450 ALBION STREET,DENVER,CO,80220,4981,(720)424-3870,11,City: Large,No,No,No,?,362,21.74,16.7,38,6,"450 ALBION STREET DENVER,CO,80220",39.723765,-104.939339,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=450+ALBION+STREET+DENVER,CO,80220"
80336000411,CO-0880-8232,803360,CO-0880,PK,5,STEDMAN ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,2940 DEXTER STREET,DENVER,CO,80207,2643,(720)424-3800,11,City: Large,No,No,Yes,Yes,281,17.92,15.7,218,20,"2940 DEXTER STREET DENVER,CO,80207",39.759283,-104.932812,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2940+DEXTER+STREET+DENVER,CO,80207"
80336000412,CO-0880-8242,803360,CO-0880,KG,5,STEELE ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,320 SOUTH MARION PARKWAY,DENVER,CO,80209,2548,(720)424-3720,11,City: Large,No,No,No,?,477,27.48,17.4,31,5,"320 SOUTH MARION PARKWAY DENVER,CO,80209",39.710207,-104.97221,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=320+SOUTH+MARION+PARKWAY+DENVER,CO,80209"
80336006524,CO-0880-8149,803360,CO-0880,PK,KG,STEPHEN KNIGHT CENTER FOR EARLY EDUCATION,School District No. 1 in the county of Denver and State of C,Denver County,3245 EAST EXPOSITION AVENUE,DENVER,CO,80209,,(720)424-6500,11,City: Large,No,No,No,?,321,18.99,16.9,21,11,"3245 EAST EXPOSITION AVENUE DENVER,CO,80209",39.703855,-104.949027,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3245+EAST+EXPOSITION+AVENUE+DENVER,CO,80209"
80336006576,CO-0880-8347,803360,CO-0880,9,12,STRIVE PREP - EXCEL,School District No. 1 in the county of Denver and State of C,Denver County,2960 N. SPEER BLVD BUILDING 19,DENVER,CO,80211,,(303)630-0360,11,City: Large,Yes,No,Yes,Yes,294,26.61,11,219,29,"2960 N. SPEER BLVD BUILDING 19 DENVER,CO,80211",39.75842,-105.02132,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2960+N.+SPEER+BLVD+BUILDING+19+DENVER,CO,80211"
80336002012,CO-0880-8085,803360,CO-0880,6,8,STRIVE PREP - FEDERAL,School District No. 1 in the county of Denver and State of C,Denver County,1825 SOUTH FEDERAL BLVD,DENVER,CO,80219,,(303)573-2017,11,City: Large,Yes,No,Yes,Yes,359,26.61,13.5,291,36,"1825 SOUTH FEDERAL BLVD DENVER,CO,80219",39.684213,-105.025039,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1825+SOUTH+FEDERAL+BLVD+DENVER,CO,80219"
80336006556,CO-0880-9730,803360,CO-0880,6,8,STRIVE PREP - GVR,School District No. 1 in the county of Denver and State of C,Denver County,4800 TELLURIDE ST,DENVER,CO,80249,,(303)999-2893,11,City: Large,Yes,No,Yes,Yes,379,27.22,13.9,225,56,"4800 TELLURIDE ST DENVER,CO,80249",39.785651,-104.781664,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4800+TELLURIDE+ST+DENVER,CO,80249"
80336006479,CO-0880-9390,803360,CO-0880,6,8,STRIVE PREP - LAKE,School District No. 1 in the county of Denver and State of C,Denver County,1820 LOWELL BLVD,DENVER,CO,80204,,(303)551-7200,11,City: Large,Yes,No,Yes,Yes,362,31.86,11.4,305,22,"1820 LOWELL BLVD DENVER,CO,80204",39.746403,-105.034603,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1820+LOWELL+BLVD+DENVER,CO,80204"
80336006537,CO-0880-9735,803360,CO-0880,6,8,STRIVE PREP - MONTBELLO,School District No. 1 in the county of Denver and State of C,Denver County,5000 Crown Blvd.,DENVER,CO,80239,,(303)999-3825,11,City: Large,Yes,No,Yes,Yes,355,28.29,12.5,271,34,"5000 Crown Blvd. DENVER,CO,80239",39.786827,-104.829472,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=5000+Crown+Blvd.+DENVER,CO,80239"
80336006627,CO-0880-8401,803360,CO-0880,KG,3,STRIVE PREP - RUBY HILL,School District No. 1 in the county of Denver and State of C,Denver County,2626 WEST EVANS AVENUE,DENVER,CO,80219,,(720)460-2800,11,City: Large,Yes,No,Yes,Yes,261,24.06,10.8,197,34,"2626 WEST EVANS AVENUE DENVER,CO,80219",39.678662,-105.018775,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2626+WEST+EVANS+AVENUE+DENVER,CO,80219"
80336006543,CO-0880-9639,803360,CO-0880,9,12,STRIVE PREP - SMART ACADEMY,School District No. 1 in the county of Denver and State of C,Denver County,3201 W. ARIZONA AVE,DENVER,CO,80219,,(303)962-9880,11,City: Large,Yes,No,Yes,Yes,501,33.13,15.1,370,61,"3201 W. ARIZONA AVE DENVER,CO,80219",39.694924,-105.027948,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3201+W.+ARIZONA+AVE+DENVER,CO,80219"
80336006457,CO-0880-9336,803360,CO-0880,6,8,STRIVE PREP - SUNNYSIDE,School District No. 1 in the county of Denver and State of C,Denver County,4735 Pecos St,DENVER,CO,80211,,(720)723-2000,11,City: Large,Yes,No,Yes,Yes,328,25.4,12.9,259,34,"4735 Pecos St DENVER,CO,80211",39.781738,-105.00652,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4735+Pecos+St+DENVER,CO,80211"
80336006444,CO-0880-9389,803360,CO-0880,6,8,STRIVE PREP - WESTWOOD,School District No. 1 in the county of Denver and State of C,Denver County,3201 W ARIZONA AVE.,DENVER,CO,80219,,(303)962-9880,11,City: Large,Yes,No,Yes,Yes,365,29.03,12.6,305,32,"3201 W ARIZONA AVE. DENVER,CO,80219",39.694924,-105.027948,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3201+W+ARIZONA+AVE.+DENVER,CO,80219"
80336006491,CO-0880-8145,803360,CO-0880,6,12,SUMMIT ACADEMY,School District No. 1 in the county of Denver and State of C,Denver County,3111 W. Dartmouth Ave.,DENVER,CO,80236,,(720)424-2400,11,City: Large,No,No,Yes,Yes,214,23.54,9.1,162,15,"3111 W. Dartmouth Ave. DENVER,CO,80236",39.660352,-105.032793,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3111+W.+Dartmouth+Ave.+DENVER,CO,80236"
80336000414,CO-0880-8422,803360,CO-0880,PK,5,SWANSEA ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,4650 COLUMBINE STREET,DENVER,CO,80216,2833,(720)424-3630,11,City: Large,No,No,Yes,Yes,526,35.5,14.8,476,25,"4650 COLUMBINE STREET DENVER,CO,80216",39.78104,-104.957031,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4650+COLUMBINE+STREET+DENVER,CO,80216"
80336006518,CO-0880-8453,803360,CO-0880,PK,5,SWIGERT INTERNATIONAL SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,3480 SYRACUSE STREET,DENVER,CO,80238,,(720)424-4800,11,City: Large,No,No,No,?,680,37.89,17.9,38,6,"3480 SYRACUSE STREET DENVER,CO,80238",39.76411,-104.898895,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3480+SYRACUSE+STREET+DENVER,CO,80238"
80336000415,CO-0880-8776,803360,CO-0880,PK,5,TELLER ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,1150 GARFIELD STREET,DENVER,CO,80206,3513,(720)424-3560,11,City: Large,No,No,No,?,484,30.48,15.9,121,19,"1150 GARFIELD STREET DENVER,CO,80206",39.734381,-104.944002,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1150+GARFIELD+STREET+DENVER,CO,80206"
80336000417,CO-0880-8822,803360,CO-0880,9,12,THOMAS JEFFERSON HIGH SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,3950 SOUTH HOLLY STREET,DENVER,CO,80237,1117,(720)423-7000,11,City: Large,No,No,No,?,1069,62.08,17.2,458,92,"3950 SOUTH HOLLY STREET DENVER,CO,80237",39.647216,-104.922521,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3950+SOUTH+HOLLY+STREET+DENVER,CO,80237"
80336000418,CO-0880-8888,803360,CO-0880,PK,5,TRAYLOR ACADEMY,School District No. 1 in the county of Denver and State of C,Denver County,2900 SOUTH IVAN WAY,DENVER,CO,80227,3836,(720)424-3480,11,City: Large,No,No,Yes,Yes,518,34.49,15,322,72,"2900 SOUTH IVAN WAY DENVER,CO,80227",39.660434,-105.062922,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2900+SOUTH+IVAN+WAY+DENVER,CO,80227"
80336006389,CO-0880-8909,803360,CO-0880,PK,5,TREVISTA AT HORACE MANN,School District No. 1 in the county of Denver and State of C,Denver County,4130 NAVAJO STREET,DENVER,CO,80211,,(720)423-9800,11,City: Large,No,No,Yes,Yes,320,28.74,11.1,288,19,"4130 NAVAJO STREET DENVER,CO,80211",39.773397,-105.004198,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4130+NAVAJO+STREET+DENVER,CO,80211"
80336000419,CO-0880-8970,803360,CO-0880,KG,5,UNIVERSITY PARK ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,2300 SOUTH ST PAUL STREET,DENVER,CO,80210,5536,(720)424-3410,11,City: Large,No,No,No,?,423,28.1,15.1,91,15,"2300 SOUTH ST PAUL STREET DENVER,CO,80210",39.674629,-104.950834,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2300+SOUTH+ST+PAUL+STREET+DENVER,CO,80210"
80336006517,CO-0880-8945,803360,CO-0880,KG,5,UNIVERSITY PREP - ARAPAHOE ST.,School District No. 1 in the county of Denver and State of C,Denver County,2409 ARAPAHOE STREET,DENVER,CO,80205,,(303)292-0463,11,City: Large,Yes,No,Yes,Yes,363,37.04,9.8,232,65,"2409 ARAPAHOE STREET DENVER,CO,80205",39.755859,-104.985338,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2409+ARAPAHOE+STREET+DENVER,CO,80205"
80336001576,CO-0880-6957,803360,CO-0880,PK,5,UNIVERSITY PREP - STEELE ST.,School District No. 1 in the county of Denver and State of C,Denver County,3230 EAST 38TH AVENUE,DENVER,CO,80205,3726,(303)329-8412,11,City: Large,Yes,No,Yes,Yes,320,26.68,12,256,31,"3230 EAST 38TH AVENUE DENVER,CO,80205",39.76922,-104.949278,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3230+EAST+38TH+AVENUE+DENVER,CO,80205"
80336000420,CO-0880-0408,803360,CO-0880,PK,5,VALDEZ ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,2525 WEST 29 AVENUE,DENVER,CO,80211,3711,(720)424-3310,11,City: Large,No,No,No,?,369,26,14.2,142,34,"2525 WEST 29 AVENUE DENVER,CO,80211",39.758442,-105.018668,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2525+WEST+29+AVENUE+DENVER,CO,80211"
80336000421,CO-0880-9050,803360,CO-0880,PK,5,VALVERDE ELEMENTARY SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,2030 WEST ALAMEDA AVENUE,DENVER,CO,80223,1923,(720)424-3250,11,City: Large,No,No,Yes,Yes,309,24,12.9,266,34,"2030 WEST ALAMEDA AVENUE DENVER,CO,80223",39.71119,-105.01166,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2030+WEST+ALAMEDA+AVENUE+DENVER,CO,80223"
80234006322,CO-0180-9056,802340,CO-0180,KG,8,VANGUARD CLASSICAL SCHOOL - WEST,Aurora Joint District No. 28 of the counties of Adams and A,Denver County,801 YOSEMITE STREET,DENVER,CO,80230,,(303)691-2384,11,City: Large,Yes,No,No,?,494,40.99,12.1,291,45,"801 YOSEMITE STREET DENVER,CO,80230",39.729789,-104.888004,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=801+YOSEMITE+STREET+DENVER,CO,80230"
80336006441,CO-0880-2755,803360,CO-0880,9,12,VENTURE PREP HIGH SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,2540 HOLLY STREET,DENVER,CO,80207,,(303)893-0805,11,City: Large,Yes,No,Yes,Yes,261,19.63,13.3,195,23,"2540 HOLLY STREET DENVER,CO,80207",39.754171,-104.9223,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2540+HOLLY+STREET+DENVER,CO,80207"
80336006514,CO-0880-8995,803360,CO-0880,6,12,VISTA ACADEMY,School District No. 1 in the county of Denver and State of C,Denver County,4800 TELLURIDE STREET,DENVER,CO,80249,,(720)423-7600,11,City: Large,No,No,Yes,Yes,285,20.04,14.2,170,42,"4800 TELLURIDE STREET DENVER,CO,80249",39.785651,-104.781664,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4800+TELLURIDE+STREET+DENVER,CO,80249"
80336006593,CO-0880-9348,803360,CO-0880,9,12,WEST CAREER ACADEMY,School District No. 1 in the county of Denver and State of C,Denver County,951 ELATI STREET,DENVER,CO,80204,,(720)423-5390,11,City: Large,No,No,Yes,Yes,61,7.02,8.7,35,7,"951 ELATI STREET DENVER,CO,80204",39.731817,-104.994082,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=951+ELATI+STREET+DENVER,CO,80204"
80336006551,CO-0880-9693,803360,CO-0880,6,12,WEST EARLY COLLEGE,School District No. 1 in the county of Denver and State of C,Denver County,951 ELATI ST,DENVER,CO,80204,,(720)423-5300,11,City: Large,No,No,Yes,Yes,746,47.06,15.9,643,60,"951 ELATI ST DENVER,CO,80204",39.731817,-104.994082,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=951+ELATI+ST+DENVER,CO,80204"
80336006547,CO-0880-9702,803360,CO-0880,6,12,WEST LEADERSHIP ACADEMY,School District No. 1 in the county of Denver and State of C,Denver County,951 ELATI ST,DENVER,CO,80204,,(720)423-5460,11,City: Large,No,No,Yes,Yes,690,51.31,13.4,598,60,"951 ELATI ST DENVER,CO,80204",39.731817,-104.994082,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=951+ELATI+ST+DENVER,CO,80204"
80336001957,CO-0880-9425,803360,CO-0880,PK,5,WESTERLY CREEK ELEMENTARY,School District No. 1 in the county of Denver and State of C,Denver County,8800 EAST 28TH AVENUE,DENVER,CO,80238,,(720)424-3160,11,City: Large,No,No,No,?,699,42.49,16.5,69,17,"8800 EAST 28TH AVENUE DENVER,CO,80238",39.7564,-104.885548,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=8800+EAST+28TH+AVENUE+DENVER,CO,80238"
80336000426,CO-0880-9548,803360,CO-0880,PK,8,WHITTIER K-8 SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,2480 DOWNING STREET,DENVER,CO,80205,5239,(720)424-3040,11,City: Large,No,No,Yes,Yes,307,21.17,14.5,251,25,"2480 DOWNING STREET DENVER,CO,80205",39.752589,-104.973356,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2480+DOWNING+STREET+DENVER,CO,80205"
80336006332,CO-0880-9623,803360,CO-0880,PK,8,WILLIAM (BILL) ROBERTS K-8 SCHOOL,School District No. 1 in the county of Denver and State of C,Denver County,2100 AKRON WAY,DENVER,CO,80238,,(720)424-2640,11,City: Large,No,No,No,?,865,57.55,15,133,25,"2100 AKRON WAY DENVER,CO,80238",39.749055,-104.883227,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2100+AKRON+WAY+DENVER,CO,80238"
80336001637,CO-0880-9739,803360,CO-0880,KG,8,WYATT ACADEMY,School District No. 1 in the county of Denver and State of C,Denver County,3620 FRANKLIN STREET,DENVER,CO,80205,3325,(303)292-5515,11,City: Large,Yes,No,Yes,Yes,513,43.28,11.9,456,31,"3620 FRANKLIN STREET DENVER,CO,80205",39.767552,-104.968415,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3620+FRANKLIN+STREET+DENVER,CO,80205"
